invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late
INV-2022-0036,2022-02-07,2,2022-03-24,Net 45,45,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,15585.18,9.0,1402.67,16987.85,2022-03-24,0
INV-2022-0221,2022-11-24,11,2023-01-08,Net 45,45,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,6072.73,8.5,516.18,6588.91,2023-02-13,1
INV-2024-0133,2024-07-02,7,2024-07-17,Net 15,15,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,1114.0,8.0,89.12,1203.12,2024-07-28,1
INV-2023-0064,2023-03-30,3,2023-05-14,Net 45,45,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,15346.0,8.5,1304.41,16650.41,2023-05-14,0
INV-2022-0034,2022-02-06,2,2022-04-07,Net 60,60,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,43924.46,8.25,3623.77,47548.23,2022-04-07,0
INV-2024-0188,2024-08-30,8,2024-10-29,Net 60,60,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,12355.75,6.25,772.23,13127.98,2024-11-10,1
INV-2024-0053,2024-03-06,3,2024-04-20,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,42856.96,9.0,3857.13,46714.09,2024-04-20,0
INV-2024-0189,2024-08-30,8,2024-10-29,Net 60,60,USD,V048,Pacific Tech Co,"9461 Market St, New York, CA 22910",billing@pacific-tech.com,HH-9469872,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,30149.44,6.25,1884.34,32033.78,2024-10-29,0
INV-2023-0173,2023-08-16,8,2023-08-31,Net 15,15,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,33625.41,6.25,2101.59,35727.0,2023-10-02,1
INV-2024-0260,2024-11-29,11,2025-01-28,Net 60,60,USD,V065,Delta Tech Group,"2991 Industrial Dr, Austin, NY 85683",billing@delta-tech.com,DZ-8726890,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,34875.3,8.0,2790.02,37665.32,2025-01-28,0
INV-2022-0148,2022-08-12,8,2022-09-26,Net 45,45,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,30295.21,7.0,2120.66,32415.87,2022-10-18,1
INV-2022-0216,2022-11-14,11,2022-12-29,Net 45,45,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,29789.01,8.25,2457.59,32246.6,2022-12-29,0
INV-2022-0241,2022-12-15,12,2023-01-29,Net 45,45,USD,V055,Beacon Security Co,"2126 Tech Park Way, Dallas, OH 69383",billing@beacon-security.com,JE-4757974,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,19533.31,8.25,1611.5,21144.81,2023-01-29,0
INV-2022-0082,2022-04-25,4,2022-06-24,Net 60,60,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,23908.41,6.25,1494.28,25402.69,2022-06-24,0
INV-2023-0237,2023-11-29,11,2023-12-29,Net 30,30,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,44628.26,7.0,3123.98,47752.24,2024-01-10,1
INV-2024-0261,2024-11-29,11,2024-12-29,Net 30,30,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,12323.4,7.0,862.64,13186.04,2024-12-29,0
INV-2022-0039,2022-02-09,2,2022-02-24,Net 15,15,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,31314.72,8.5,2661.75,33976.47,2022-02-24,0
INV-2022-0144,2022-08-04,8,2022-10-03,Net 60,60,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,26070.35,8.5,2215.98,28286.33,2022-10-03,0
INV-2022-0228,2022-12-02,12,2023-01-31,Net 60,60,USD,V062,Vanguard Security LLC,"5667 Market St, Dallas, FL 35053",billing@vanguard-security.com,GD-7867100,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,42274.27,6.25,2642.14,44916.41,2023-02-21,1
INV-2022-0066,2022-04-02,4,2022-06-01,Net 60,60,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,15027.7,8.5,1277.35,16305.05,2022-06-01,0
INV-2022-0244,2022-12-19,12,2023-01-03,Net 15,15,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,31044.79,8.25,2561.2,33605.99,2023-02-11,1
INV-2023-0148,2023-07-25,7,2023-08-09,Net 15,15,USD,V055,Beacon Security Co,"2126 Tech Park Way, Dallas, OH 69383",billing@beacon-security.com,JE-4757974,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,24930.56,7.5,1869.79,26800.35,2023-08-20,1
INV-2024-0067,2024-03-26,3,2024-05-10,Net 45,45,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,8677.59,8.0,694.21,9371.8,2024-05-10,0
INV-2024-0040,2024-02-20,2,2024-04-20,Net 60,60,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,30591.31,6.25,1911.96,32503.27,2024-04-20,0
INV-2022-0253,2022-12-29,12,2023-01-28,Net 30,30,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,577.47,7.5,43.31,620.78,2023-02-27,1
INV-2023-0140,2023-07-11,7,2023-08-25,Net 45,45,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,30387.87,7.0,2127.15,32515.02,2023-08-29,1
INV-2022-0248,2022-12-22,12,2023-01-06,Net 15,15,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,18768.12,7.5,1407.61,20175.73,2023-01-06,0
INV-2022-0129,2022-07-10,7,2022-09-08,Net 60,60,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,4014.88,7.0,281.04,4295.92,2022-09-08,0
INV-2023-0044,2023-02-26,2,2023-04-12,Net 45,45,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,33594.35,6.25,2099.65,35694.0,2023-04-12,0
INV-2023-0238,2023-12-01,12,2024-01-15,Net 45,45,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,1001.49,7.0,70.1,1071.59,2024-01-24,1
INV-2022-0006,2022-01-07,1,2022-03-08,Net 60,60,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,36336.67,7.5,2725.25,39061.92,2022-03-08,0
INV-2022-0096,2022-05-13,5,2022-06-12,Net 30,30,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,26931.39,7.0,1885.2,28816.59,2022-06-24,1
INV-2023-0141,2023-07-11,7,2023-08-25,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4677.42,9.0,420.97,5098.39,2023-09-15,1
INV-2024-0076,2024-04-05,4,2024-04-20,Net 15,15,USD,V062,Vanguard Security LLC,"5667 Market St, Dallas, FL 35053",billing@vanguard-security.com,GD-7867100,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,42357.42,8.5,3600.38,45957.8,2024-04-20,0
INV-2024-0025,2024-01-31,1,2024-03-16,Net 45,45,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,14131.37,8.25,1165.84,15297.21,2024-03-16,0
INV-2024-0254,2024-11-20,11,2025-01-19,Net 60,60,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,40019.83,7.5,3001.49,43021.32,2025-03-04,1
INV-2023-0129,2023-06-19,6,2023-07-04,Net 15,15,USD,V079,Alpha Partners Inc,"6054 Innovation Rd, Miami, WA 66373",billing@alpha-partners.com,YO-4185714,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,44537.78,7.0,3117.64,47655.42,2023-08-09,1
INV-2023-0048,2023-03-02,3,2023-05-01,Net 60,60,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,25828.23,8.0,2066.26,27894.49,2023-05-01,0
INV-2023-0216,2023-11-03,11,2023-11-18,Net 15,15,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17620.93,8.0,1409.67,19030.6,2023-11-28,1
INV-2022-0254,2022-12-29,12,2023-01-28,Net 30,30,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,17359.91,9.0,1562.39,18922.3,2023-01-28,0
INV-2022-0058,2022-03-23,3,2022-04-07,Net 15,15,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,34017.47,8.25,2806.44,36823.91,2022-04-19,1
INV-2022-0249,2022-12-22,12,2023-02-05,Net 45,45,USD,V065,Delta Tech Group,"2991 Industrial Dr, Austin, NY 85683",billing@delta-tech.com,DZ-8726890,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,8784.31,7.0,614.9,9399.21,2023-02-05,0
INV-2023-0165,2023-08-12,8,2023-09-26,Net 45,45,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,48218.86,8.0,3857.51,52076.37,2023-11-08,1
INV-2022-0192,2022-10-22,10,2022-12-06,Net 45,45,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,20074.0,8.5,1706.29,21780.29,2022-12-06,0
INV-2024-0262,2024-12-05,12,2024-12-20,Net 15,15,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,45054.12,8.25,3716.96,48771.08,2025-01-26,1
INV-2022-0017,2022-01-17,1,2022-03-03,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,30345.67,8.0,2427.65,32773.32,2022-03-03,0
INV-2022-0250,2022-12-26,12,2023-01-10,Net 15,15,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,8003.42,6.25,500.21,8503.63,2023-02-01,1
INV-2024-0097,2024-05-15,5,2024-05-30,Net 15,15,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,24154.98,8.25,1992.79,26147.77,2024-05-30,0
INV-2023-0239,2023-12-01,12,2023-12-16,Net 15,15,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,18131.19,7.0,1269.18,19400.37,2024-01-06,1
INV-2023-0061,2023-03-24,3,2023-05-08,Net 45,45,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,12134.34,7.5,910.08,13044.42,2023-05-08,0
INV-2024-0090,2024-05-05,5,2024-07-04,Net 60,60,USD,V001,Metro Legal Co,"5791 Enterprise Ave, Miami, FL 64021",billing@metro-legal.com,MT-6143901,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,7950.81,7.0,556.56,8507.37,2024-07-04,0
INV-2022-0257,2022-12-31,12,2023-01-15,Net 15,15,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,36861.61,7.0,2580.31,39441.92,2023-02-08,1
INV-2023-0221,2023-11-06,11,2023-11-21,Net 15,15,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,20059.32,8.0,1604.75,21664.07,2023-11-21,0
INV-2024-0220,2024-10-04,10,2024-11-03,Net 30,30,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,7052.43,7.5,528.93,7581.36,2024-11-03,0
INV-2023-0078,2023-04-12,4,2023-05-12,Net 30,30,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,23194.09,8.5,1971.5,25165.59,2023-05-23,1
INV-2023-0039,2023-02-18,2,2023-03-05,Net 15,15,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,34197.42,6.25,2137.34,36334.76,2023-03-05,0
INV-2023-0162,2023-08-09,8,2023-09-08,Net 30,30,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,47481.05,7.0,3323.67,50804.72,2023-09-08,0
INV-2024-0210,2024-09-20,9,2024-11-19,Net 60,60,USD,V052,Pinnacle Tech Corp,"8295 Business Pkwy, New York, TX 94471",billing@pinnacle-tech.com,FS-3357821,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,29642.21,7.0,2074.95,31717.16,2024-11-19,0
INV-2023-0149,2023-07-26,7,2023-08-10,Net 15,15,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,30484.89,6.25,1905.31,32390.2,2023-08-27,1
INV-2022-0226,2022-12-01,12,2022-12-16,Net 15,15,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,23070.97,8.0,1845.68,24916.65,2022-12-16,0
INV-2022-0035,2022-02-06,2,2022-03-23,Net 45,45,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,24085.93,9.0,2167.73,26253.66,2022-05-07,1
INV-2024-0206,2024-09-15,9,2024-09-30,Net 15,15,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,15272.53,7.5,1145.44,16417.97,2024-10-03,1
INV-2022-0179,2022-10-05,10,2022-10-20,Net 15,15,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,48590.89,8.25,4008.75,52599.64,2022-10-20,0
INV-2024-0136,2024-07-04,7,2024-08-03,Net 30,30,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,43666.39,7.0,3056.65,46723.04,2024-08-24,1
INV-2023-0090,2023-04-29,4,2023-06-28,Net 60,60,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,17003.66,7.5,1275.27,18278.93,2023-06-28,0
INV-2024-0001,2024-01-01,1,2024-01-31,Net 30,30,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,49532.03,7.0,3467.24,52999.27,2024-01-31,0
INV-2022-0130,2022-07-11,7,2022-08-10,Net 30,30,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,2686.02,8.0,214.88,2900.9,2022-08-10,0
INV-2024-0247,2024-11-06,11,2024-12-21,Net 45,45,USD,V001,Metro Legal Co,"5791 Enterprise Ave, Miami, FL 64021",billing@metro-legal.com,MT-6143901,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,780.46,8.25,64.39,844.85,2024-12-21,0
INV-2023-0123,2023-06-08,6,2023-07-23,Net 45,45,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42373.11,7.0,2966.12,45339.23,2023-08-15,1
INV-2024-0140,2024-07-06,7,2024-08-05,Net 30,30,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,14376.56,8.0,1150.12,15526.68,2024-09-12,1
INV-2023-0030,2023-02-05,2,2023-03-22,Net 45,45,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,5994.41,8.0,479.55,6473.96,2023-03-22,0
INV-2024-0109,2024-06-04,6,2024-07-04,Net 30,30,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,47778.2,7.5,3583.36,51361.56,2024-07-04,0
INV-2023-0246,2023-12-06,12,2024-02-04,Net 60,60,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,25280.9,7.0,1769.66,27050.56,2024-03-13,1
INV-2022-0024,2022-01-22,1,2022-02-21,Net 30,30,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,35650.45,9.0,3208.54,38858.99,2022-03-27,1
INV-2023-0082,2023-04-19,4,2023-06-03,Net 45,45,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,14979.5,8.5,1273.26,16252.76,2023-06-03,0
INV-2022-0140,2022-07-29,7,2022-09-12,Net 45,45,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,11688.44,6.25,730.53,12418.97,2022-09-12,0
INV-2022-0202,2022-11-02,11,2022-11-17,Net 15,15,USD,V013,Summit Partners Corp,"512 Innovation Rd, Los Angeles, CO 70692",billing@summit-partners.com,YD-8122313,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,18211.8,6.25,1138.24,19350.04,2022-11-17,0
INV-2023-0243,2023-12-05,12,2023-12-20,Net 15,15,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,29500.31,8.5,2507.53,32007.84,2024-01-21,1
INV-2023-0225,2023-11-18,11,2023-12-18,Net 30,30,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,41215.47,9.0,3709.39,44924.86,2023-12-22,1
INV-2022-0181,2022-10-12,10,2022-11-26,Net 45,45,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,13934.76,9.0,1254.13,15188.89,2022-12-30,1
INV-2023-0253,2023-12-17,12,2024-02-15,Net 60,60,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,36225.22,6.25,2264.08,38489.3,2024-02-15,0
INV-2024-0027,2024-02-02,2,2024-02-17,Net 15,15,USD,V079,Alpha Partners Inc,"6054 Innovation Rd, Miami, WA 66373",billing@alpha-partners.com,YO-4185714,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,25800.89,7.0,1806.06,27606.95,2024-02-17,0
INV-2024-0162,2024-08-05,8,2024-09-04,Net 30,30,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,3603.14,7.0,252.22,3855.36,2024-09-10,1
INV-2023-0008,2023-01-16,1,2023-03-17,Net 60,60,USD,V069,Titan Security Corp,"1892 Enterprise Ave, San Francisco, AZ 11645",billing@titan-security.com,DV-7671318,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,41422.38,7.5,3106.68,44529.06,2023-04-13,1
INV-2023-0074,2023-04-05,4,2023-06-04,Net 60,60,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,39552.16,9.0,3559.69,43111.85,2023-06-04,0
